city,date,rate,state
Hyderabad,12/13/2019,79.59,Telangana
Hyderabad,12/14/2019,79.53,Telangana
Hyderabad,12/15/2019,79.43,Telangana
Hyderabad,12/16/2019,79.38,Telangana
Hyderabad,12/17/2019,79.33,Telangana
Hyderabad,12/19/2019,79.31,Telangana
Hyderabad,12/26/2019,79.36,Telangana
Hyderabad,12/27/2019,79.43,Telangana
Hyderabad,12/29/2019,79.58,Telangana
Hyderabad,12/30/2019,79.75,Telangana
Hyderabad,12/31/2019,79.85,Telangana
Hyderabad,1/2/2020,79.99,Telangana
Hyderabad,1/3/2020,80.1,Telangana
Hyderabad,1/4/2020,80.2,Telangana
Hyderabad,1/5/2020,80.3,Telangana
Hyderabad,1/6/2020,80.46,Telangana
Hyderabad,1/7/2020,80.61,Telangana
Hyderabad,1/8/2020,80.51,Telangana
Hyderabad,1/9/2020,80.59,Telangana
Hyderabad,1/10/2020,80.74,Telangana
Hyderabad,1/11/2020,80.8,Telangana
Hyderabad,1/12/2020,80.7,Telangana
Hyderabad,1/13/2020,80.57,Telangana
Hyderabad,1/14/2020,80.47,Telangana
Hyderabad,1/16/2020,80.31,Telangana
Hyderabad,1/17/2020,80.16,Telangana
Hyderabad,1/18/2020,80,Telangana
Hyderabad,1/19/2020,79.82,Telangana
Hyderabad,1/20/2020,79.7,Telangana
Hyderabad,1/21/2020,79.54,Telangana
Hyderabad,1/22/2020,79.54,Telangana
Hyderabad,1/23/2020,79.36,Telangana
Hyderabad,1/24/2020,79.14,Telangana
Hyderabad,1/25/2020,78.89,Telangana
Hyderabad,1/26/2020,78.59,Telangana
Hyderabad,1/27/2020,78.35,Telangana
Hyderabad,1/28/2020,78.24,Telangana
Hyderabad,1/29/2020,78.24,Telangana
Hyderabad,1/30/2020,78,Telangana
Hyderabad,1/31/2020,77.89,Telangana
Hyderabad,2/1/2020,77.74,Telangana
Hyderabad,2/2/2020,77.64,Telangana
Hyderabad,2/3/2020,77.58,Telangana
Hyderabad,2/4/2020,77.53,Telangana
Hyderabad,2/5/2020,77.53,Telangana
Hyderabad,2/6/2020,77.42,Telangana
Hyderabad,2/7/2020,77.2,Telangana
Hyderabad,2/8/2020,76.96,Telangana
Hyderabad,2/9/2020,76.72,Telangana
Hyderabad,2/10/2020,76.58,Telangana
Hyderabad,2/11/2020,76.41,Telangana
Hyderabad,2/12/2020,76.41,Telangana
Hyderabad,2/13/2020,76.41,Telangana
Hyderabad,2/14/2020,76.41,Telangana
Hyderabad,2/15/2020,76.41,Telangana
Hyderabad,2/17/2020,76.41,Telangana
Hyderabad,2/18/2020,76.36,Telangana
Hyderabad,2/19/2020,76.36,Telangana
Hyderabad,2/20/2020,76.36,Telangana
Hyderabad,2/21/2020,76.36,Telangana
Hyderabad,2/24/2020,76.48,Telangana
Hyderabad,2/25/2020,76.48,Telangana
Hyderabad,2/26/2020,76.48,Telangana
Hyderabad,2/27/2020,76.43,Telangana
Hyderabad,2/28/2020,76.43,Telangana
Hyderabad,2/29/2020,76.36,Telangana
Hyderabad,3/1/2020,76.21,Telangana
Hyderabad,3/2/2020,75.97,Telangana
Hyderabad,3/3/2020,75.92,Telangana
Hyderabad,3/4/2020,75.92,Telangana
Hyderabad,3/5/2020,75.76,Telangana
Hyderabad,3/6/2020,75.6,Telangana
Hyderabad,3/7/2020,75.47,Telangana
Hyderabad,3/8/2020,75.27,Telangana
Hyderabad,3/9/2020,75.02,Telangana
Hyderabad,3/10/2020,74.72,Telangana
Hyderabad,3/11/2020,74.72,Telangana
Hyderabad,3/12/2020,74.54,Telangana
Hyderabad,3/13/2020,74.39,Telangana
Hyderabad,3/14/2020,74.26,Telangana
Hyderabad,3/15/2020,74.12,Telangana
Hyderabad,3/16/2020,73.95,Telangana
Hyderabad,3/17/2020,73.95,Telangana
Hyderabad,3/18/2020,73.95,Telangana
Hyderabad,3/19/2020,73.95,Telangana
Hyderabad,3/20/2020,73.95,Telangana
Hyderabad,3/21/2020,73.95,Telangana
Hyderabad,3/22/2020,73.95,Telangana
Hyderabad,3/23/2020,73.95,Telangana
Hyderabad,3/24/2020,73.95,Telangana
Hyderabad,3/25/2020,73.95,Telangana
Hyderabad,3/26/2020,73.95,Telangana
Hyderabad,3/27/2020,73.95,Telangana
Hyderabad,3/28/2020,73.95,Telangana
Hyderabad,3/29/2020,73.95,Telangana
Hyderabad,3/30/2020,73.95,Telangana
Hyderabad,3/31/2020,73.95,Telangana
Hyderabad,4/1/2020,73.95,Telangana
Hyderabad,4/2/2020,73.95,Telangana
Hyderabad,4/3/2020,73.95,Telangana
Hyderabad,4/4/2020,73.95,Telangana
Hyderabad,4/5/2020,73.95,Telangana
Hyderabad,4/6/2020,73.95,Telangana
Hyderabad,4/7/2020,73.95,Telangana
Hyderabad,4/8/2020,73.95,Telangana
Hyderabad,4/9/2020,73.95,Telangana
Hyderabad,4/10/2020,73.95,Telangana
Hyderabad,4/11/2020,73.95,Telangana
Hyderabad,4/12/2020,73.95,Telangana
Hyderabad,4/13/2020,73.95,Telangana
Hyderabad,4/14/2020,73.95,Telangana
Hyderabad,4/15/2020,73.95,Telangana
Hyderabad,4/16/2020,73.95,Telangana
Hyderabad,4/17/2020,73.95,Telangana
Hyderabad,4/18/2020,73.95,Telangana
Hyderabad,4/20/2020,73.95,Telangana
Hyderabad,4/21/2020,73.95,Telangana
Hyderabad,4/22/2020,73.95,Telangana
Hyderabad,4/23/2020,73.95,Telangana
Hyderabad,4/24/2020,73.95,Telangana
Hyderabad,4/25/2020,73.95,Telangana
Hyderabad,4/26/2020,73.95,Telangana
Hyderabad,4/27/2020,73.95,Telangana
Hyderabad,4/28/2020,73.95,Telangana
Hyderabad,4/29/2020,73.95,Telangana
Hyderabad,4/30/2020,73.95,Telangana
Hyderabad,5/1/2020,73.95,Telangana
Hyderabad,5/2/2020,73.95,Telangana
Hyderabad,5/3/2020,73.95,Telangana
Hyderabad,5/4/2020,73.95,Telangana
Hyderabad,5/5/2020,73.95,Telangana
Hyderabad,5/6/2020,73.95,Telangana
Hyderabad,5/7/2020,73.95,Telangana
Hyderabad,5/8/2020,73.95,Telangana
Hyderabad,5/9/2020,73.95,Telangana
Hyderabad,5/10/2020,73.95,Telangana
Hyderabad,5/11/2020,73.95,Telangana
Hyderabad,5/12/2020,73.95,Telangana
Hyderabad,5/13/2020,73.95,Telangana
Hyderabad,5/14/2020,73.95,Telangana
Hyderabad,5/15/2020,73.95,Telangana
Hyderabad,5/16/2020,73.95,Telangana
Hyderabad,5/17/2020,73.95,Telangana
Hyderabad,5/18/2020,73.95,Telangana
Hyderabad,5/19/2020,73.95,Telangana
Hyderabad,5/20/2020,73.95,Telangana
Hyderabad,5/21/2020,73.95,Telangana
Hyderabad,5/22/2020,73.95,Telangana
Hyderabad,5/23/2020,73.95,Telangana
Hyderabad,5/24/2020,73.95,Telangana
Hyderabad,5/25/2020,73.95,Telangana
Hyderabad,5/26/2020,73.95,Telangana
Hyderabad,5/27/2020,73.95,Telangana
Hyderabad,5/28/2020,73.95,Telangana
Hyderabad,5/29/2020,73.95,Telangana
Hyderabad,5/30/2020,73.95,Telangana
Hyderabad,5/31/2020,73.95,Telangana
Hyderabad,6/1/2020,73.95,Telangana
Hyderabad,6/2/2020,73.95,Telangana
Hyderabad,6/3/2020,73.95,Telangana
Hyderabad,6/4/2020,73.95,Telangana
Hyderabad,6/5/2020,73.95,Telangana
Hyderabad,6/6/2020,73.95,Telangana
Hyderabad,6/7/2020,74.55,Telangana
Hyderabad,6/8/2020,75.15,Telangana
Hyderabad,6/9/2020,75.69,Telangana
Hyderabad,6/10/2020,76.09,Telangana
Hyderabad,6/11/2020,76.69,Telangana
Hyderabad,6/12/2020,77.29,Telangana
Hyderabad,6/13/2020,77.89,Telangana
Hyderabad,6/14/2020,78.49,Telangana
Hyderabad,6/15/2020,79.15,Telangana
Hyderabad,6/16/2020,79.63,Telangana
Hyderabad,6/17/2020,80.2,Telangana
Hyderabad,6/18/2020,80.75,Telangana
Hyderabad,6/19/2020,81.33,Telangana
Hyderabad,6/20/2020,81.86,Telangana
Hyderabad,6/21/2020,82.23,Telangana
Hyderabad,6/22/2020,82.57,Telangana
Hyderabad,6/23/2020,82.77,Telangana
Hyderabad,6/24/2020,82.77,Telangana
Hyderabad,6/25/2020,82.94,Telangana
Hyderabad,6/26/2020,83.16,Telangana
Hyderabad,6/27/2020,83.41,Telangana
Hyderabad,6/28/2020,83.41,Telangana
Hyderabad,6/29/2020,83.47,Telangana
Hyderabad,6/30/2020,83.47,Telangana
Hyderabad,7/1/2020,83.47,Telangana
Hyderabad,7/2/2020,83.47,Telangana
Hyderabad,7/3/2020,83.47,Telangana
Hyderabad,7/4/2020,83.47,Telangana
Hyderabad,7/5/2020,83.47,Telangana
Hyderabad,7/6/2020,83.47,Telangana
Hyderabad,7/7/2020,83.47,Telangana
Hyderabad,7/8/2020,83.47,Telangana
Hyderabad,7/9/2020,83.47,Telangana
Hyderabad,7/10/2020,83.47,Telangana
Hyderabad,7/11/2020,83.47,Telangana
Hyderabad,7/12/2020,83.47,Telangana
Hyderabad,7/13/2020,83.47,Telangana
Hyderabad,7/15/2020,83.47,Telangana
Hyderabad,7/16/2020,83.47,Telangana
Hyderabad,7/17/2020,83.47,Telangana
Hyderabad,7/18/2020,83.47,Telangana
Hyderabad,7/19/2020,83.47,Telangana
Hyderabad,7/20/2020,83.47,Telangana
Hyderabad,7/21/2020,83.47,Telangana
Hyderabad,7/22/2020,83.47,Telangana
Hyderabad,7/23/2020,83.47,Telangana
Hyderabad,7/24/2020,83.47,Telangana
Hyderabad,7/25/2020,83.47,Telangana
Hyderabad,7/26/2020,83.47,Telangana
Hyderabad,7/27/2020,83.47,Telangana
Hyderabad,7/28/2020,83.47,Telangana
Hyderabad,7/29/2020,83.47,Telangana
Hyderabad,7/30/2020,83.47,Telangana
Hyderabad,7/31/2020,83.47,Telangana
Hyderabad,8/1/2020,83.47,Telangana
Hyderabad,8/2/2020,83.47,Telangana
Hyderabad,8/3/2020,83.47,Telangana
Hyderabad,8/4/2020,83.47,Telangana
Hyderabad,8/5/2020,83.47,Telangana
Hyderabad,8/6/2020,83.47,Telangana
Hyderabad,8/7/2020,83.47,Telangana
Hyderabad,8/8/2020,83.47,Telangana
Hyderabad,8/9/2020,83.47,Telangana
Hyderabad,8/10/2020,83.47,Telangana
Hyderabad,8/11/2020,83.47,Telangana
Hyderabad,8/12/2020,83.47,Telangana
Hyderabad,8/13/2020,83.47,Telangana
Hyderabad,8/14/2020,83.47,Telangana
Hyderabad,8/15/2020,83.47,Telangana
Hyderabad,8/16/2020,83.81,Telangana
Hyderabad,8/17/2020,83.97,Telangana
Hyderabad,8/18/2020,84.13,Telangana
Hyderabad,8/19/2020,84.13,Telangana
Hyderabad,8/20/2020,84.24,Telangana
Hyderabad,8/21/2020,84.44,Telangana
Hyderabad,8/22/2020,84.61,Telangana
Hyderabad,8/23/2020,84.75,Telangana
Hyderabad,8/24/2020,84.89,Telangana
Hyderabad,8/25/2020,85,Telangana
Hyderabad,8/26/2020,85,Telangana
Hyderabad,8/27/2020,85.11,Telangana
Hyderabad,8/28/2020,85.21,Telangana
Hyderabad,8/29/2020,85.21,Telangana
Hyderabad,8/30/2020,85.31,Telangana
Hyderabad,8/31/2020,85.31,Telangana
Hyderabad,9/1/2020,85.37,Telangana
Hyderabad,9/2/2020,85.37,Telangana
Hyderabad,9/3/2020,85.37,Telangana
Hyderabad,9/4/2020,85.37,Telangana
Hyderabad,9/5/2020,85.37,Telangana
Hyderabad,9/6/2020,85.37,Telangana
Hyderabad,9/7/2020,85.37,Telangana
Hyderabad,9/8/2020,85.37,Telangana
Hyderabad,9/9/2020,85.37,Telangana
Hyderabad,9/10/2020,85.27,Telangana
Hyderabad,9/11/2020,85.27,Telangana
Hyderabad,9/12/2020,85.14,Telangana
Hyderabad,9/13/2020,85.14,Telangana
Hyderabad,9/14/2020,84.99,Telangana
Hyderabad,9/15/2020,84.82,Telangana
Hyderabad,9/16/2020,84.82,Telangana
Hyderabad,9/17/2020,84.66,Telangana
Hyderabad,9/18/2020,84.39,Telangana
Hyderabad,9/19/2020,84.39,Telangana
Hyderabad,9/20/2020,84.39,Telangana
Hyderabad,9/21/2020,84.39,Telangana
Hyderabad,9/22/2020,84.31,Telangana
Hyderabad,9/23/2020,84.31,Telangana
Hyderabad,9/24/2020,84.31,Telangana
Hyderabad,9/25/2020,84.31,Telangana
Hyderabad,9/26/2020,84.31,Telangana
Hyderabad,9/27/2020,84.31,Telangana
Hyderabad,9/28/2020,84.31,Telangana
Hyderabad,9/29/2020,84.31,Telangana
Hyderabad,9/30/2020,84.31,Telangana
Hyderabad,10/1/2020,84.31,Telangana
Hyderabad,10/2/2020,84.31,Telangana
Hyderabad,10/3/2020,84.31,Telangana
Hyderabad,10/4/2020,84.31,Telangana
Hyderabad,10/5/2020,84.31,Telangana
Hyderabad,10/6/2020,84.31,Telangana
Hyderabad,10/7/2020,84.31,Telangana
Hyderabad,10/8/2020,84.31,Telangana
Hyderabad,10/9/2020,84.31,Telangana
Hyderabad,10/10/2020,84.31,Telangana
Hyderabad,10/11/2020,84.31,Telangana
Hyderabad,10/12/2020,84.31,Telangana
Hyderabad,10/13/2020,84.31,Telangana
Hyderabad,10/14/2020,84.31,Telangana
Hyderabad,10/15/2020,84.31,Telangana
Hyderabad,10/16/2020,84.31,Telangana
Hyderabad,10/17/2020,84.31,Telangana
Hyderabad,10/18/2020,84.31,Telangana
Hyderabad,10/19/2020,84.31,Telangana
Hyderabad,10/20/2020,84.31,Telangana
Hyderabad,10/21/2020,84.31,Telangana
Hyderabad,10/22/2020,84.31,Telangana
Hyderabad,10/23/2020,84.31,Telangana
Hyderabad,10/24/2020,84.31,Telangana
Hyderabad,10/25/2020,84.31,Telangana
Hyderabad,10/26/2020,84.31,Telangana
Hyderabad,10/27/2020,84.31,Telangana
Hyderabad,10/28/2020,84.31,Telangana
Hyderabad,10/29/2020,84.31,Telangana
Hyderabad,10/30/2020,84.31,Telangana
Hyderabad,10/31/2020,84.31,Telangana
Hyderabad,11/1/2020,84.31,Telangana
Hyderabad,11/2/2020,84.31,Telangana
Hyderabad,11/3/2020,84.31,Telangana
Hyderabad,11/4/2020,84.31,Telangana
Hyderabad,11/5/2020,84.31,Telangana
Hyderabad,11/6/2020,84.31,Telangana
Hyderabad,11/7/2020,84.31,Telangana
Hyderabad,11/8/2020,84.31,Telangana
Hyderabad,11/9/2020,84.31,Telangana
Hyderabad,11/10/2020,84.31,Telangana
Hyderabad,11/11/2020,84.31,Telangana
Hyderabad,11/12/2020,84.31,Telangana
Hyderabad,11/13/2020,84.31,Telangana
Hyderabad,11/14/2020,84.31,Telangana
Hyderabad,11/15/2020,84.31,Telangana
Hyderabad,11/16/2020,84.31,Telangana
Hyderabad,11/17/2020,84.31,Telangana
Hyderabad,11/18/2020,84.31,Telangana
Hyderabad,11/19/2020,84.31,Telangana
Hyderabad,11/20/2020,84.5,Telangana
Hyderabad,11/21/2020,84.63,Telangana
Hyderabad,11/22/2020,84.69,Telangana
Hyderabad,11/23/2020,84.76,Telangana
Hyderabad,11/24/2020,84.82,Telangana
Hyderabad,11/25/2020,84.82,Telangana
Hyderabad,11/26/2020,84.93,Telangana
Hyderabad,11/27/2020,85.13,Telangana
Hyderabad,11/28/2020,85.38,Telangana
Hyderabad,11/29/2020,85.6,Telangana
Hyderabad,11/30/2020,85.6,Telangana
Hyderabad,12/1/2020,85.6,Telangana
Hyderabad,12/2/2020,85.75,Telangana
Hyderabad,12/3/2020,85.93,Telangana
Hyderabad,12/4/2020,86.14,Telangana
Hyderabad,12/5/2020,86.42,Telangana
Hyderabad,12/6/2020,86.71,Telangana
Hyderabad,12/7/2020,87.02,Telangana
Hyderabad,12/8/2020,87.02,Telangana
Hyderabad,12/9/2020,87.02,Telangana
Hyderabad,12/10/2020,87.02,Telangana
Hyderabad,12/11/2020,87.02,Telangana
Hyderabad,12/12/2020,87.02,Telangana
Hyderabad,12/13/2020,87.02,Telangana
Hyderabad,12/14/2020,87.02,Telangana
Hyderabad,12/15/2020,87.02,Telangana
Hyderabad,12/16/2020,87.02,Telangana
Hyderabad,12/17/2020,87.02,Telangana
Hyderabad,12/18/2020,87.02,Telangana
Hyderabad,12/19/2020,87.02,Telangana
Hyderabad,12/20/2020,87.02,Telangana
Hyderabad,12/21/2020,87.02,Telangana
Hyderabad,12/22/2020,87.02,Telangana
Hyderabad,12/23/2020,87.02,Telangana
Hyderabad,12/24/2020,87.02,Telangana
Hyderabad,12/25/2020,87.02,Telangana
Hyderabad,12/26/2020,87.02,Telangana
Hyderabad,12/27/2020,87.02,Telangana
Hyderabad,12/28/2020,87.02,Telangana
Hyderabad,12/29/2020,87.02,Telangana
Hyderabad,12/30/2020,87.02,Telangana
Hyderabad,12/31/2020,87.02,Telangana
Bengaluru,4/1/2012,73.51,Karnataka
Bengaluru,5/24/2012,81.75,Karnataka
Bengaluru,6/3/2012,79.61,Karnataka
Bengaluru,6/29/2012,76.39,Karnataka
Bengaluru,7/24/2012,77.3,Karnataka
Bengaluru,7/25/2012,75.91,Karnataka
Bengaluru,10/9/2012,75.17,Karnataka
Bengaluru,10/27/2012,75.47,Karnataka
Bengaluru,11/16/2012,74.22,Karnataka
Bengaluru,1/1/2013,74.4,Karnataka
Bengaluru,1/18/2013,74.08,Karnataka
Bengaluru,2/16/2013,76.04,Karnataka
Bengaluru,3/2/2013,77.88,Karnataka
Bengaluru,3/16/2013,75.26,Karnataka
Bengaluru,4/2/2013,73.94,Karnataka
Bengaluru,4/16/2013,72.63,Karnataka
Bengaluru,5/1/2013,69.35,Karnataka
Bengaluru,6/1/2013,70.33,Karnataka
Bengaluru,6/16/2013,72.96,Karnataka
Bengaluru,6/29/2013,75.41,Karnataka
Bengaluru,7/15/2013,77.21,Karnataka
Bengaluru,8/1/2013,78.12,Karnataka
Bengaluru,9/1/2013,81.21,Karnataka
Bengaluru,9/14/2013,83.35,Karnataka
Bengaluru,10/1/2013,79.35,Karnataka
Bengaluru,11/1/2013,77.84,Karnataka
Bengaluru,12/21/2013,78.38,Karnataka
Bengaluru,1/4/2014,79.38,Karnataka
Bengaluru,3/1/2014,80.18,Karnataka
Bengaluru,4/1/2014,79.19,Karnataka
Bengaluru,4/16/2014,78.27,Karnataka
Bengaluru,6/7/2014,78.38,Karnataka
Bengaluru,6/25/2014,78.43,Karnataka
Bengaluru,7/1/2014,80.68,Karnataka
Bengaluru,8/1/2014,79.49,Karnataka
Bengaluru,8/15/2014,77.11,Karnataka
Bengaluru,8/31/2014,75.13,Karnataka
Bengaluru,10/1/2014,74.42,Karnataka
Bengaluru,10/15/2014,73.1,Karnataka
Bengaluru,11/1/2014,70.45,Karnataka
Bengaluru,12/1/2014,69.45,Karnataka
Bengaluru,12/16/2014,67.27,Karnataka
Bengaluru,1/17/2015,64.72,Karnataka
Bengaluru,2/4/2015,62.01,Karnataka
Bengaluru,2/16/2015,62.81,Karnataka
Bengaluru,3/1/2015,66.18,Karnataka
Bengaluru,4/2/2015,66.05,Karnataka
Bengaluru,4/15/2015,65.17,Karnataka
Bengaluru,5/1/2015,69.5,Karnataka
Bengaluru,5/16/2015,72.94,Karnataka
Bengaluru,6/16/2015,73.77,Karnataka
Bengaluru,7/1/2015,73.38,Karnataka
Bengaluru,7/15/2015,70.7,Karnataka
Bengaluru,8/1/2015,68.05,Karnataka
Bengaluru,8/15/2015,66.72,Karnataka
Bengaluru,9/1/2015,64.61,Karnataka
Bengaluru,11/1/2015,64.15,Karnataka
Bengaluru,11/16/2015,64.52,Karnataka
Bengaluru,12/1/2015,63.91,Karnataka
Bengaluru,12/16/2015,63.38,Karnataka
Bengaluru,1/1/2016,62.71,Karnataka
Bengaluru,1/16/2016,62.38,Karnataka
Bengaluru,2/1/2016,62.33,Karnataka
Bengaluru,2/17/2016,62,Karnataka
Bengaluru,3/1/2016,58.99,Karnataka
Bengaluru,3/17/2016,62.19,Karnataka
Bengaluru,4/5/2016,64.53,Karnataka
Bengaluru,4/16/2016,65.41,Karnataka
Bengaluru,5/1/2016,66.87,Karnataka
Bengaluru,5/17/2016,67.64,Karnataka
Bengaluru,6/1/2016,70.4,Karnataka
Bengaluru,6/16/2016,70.46,Karnataka
Bengaluru,7/1/2016,69.37,Karnataka
Bengaluru,7/15/2016,66.96,Karnataka
Bengaluru,8/1/2016,65.55,Karnataka
Bengaluru,8/15/2016,64.47,Karnataka
Bengaluru,9/1/2016,68.1,Karnataka
Bengaluru,9/15/2016,68.92,Karnataka
Bengaluru,10/1/2016,69.32,Karnataka
Bengaluru,10/5/2016,69.43,Karnataka
Bengaluru,10/15/2016,71.29,Karnataka
Bengaluru,11/6/2016,72.64,Karnataka
Bengaluru,11/16/2016,70.78,Karnataka
Bengaluru,12/1/2016,70.96,Karnataka
Bengaluru,12/17/2016,74.02,Karnataka
Bengaluru,1/1/2017,75.8,Karnataka
Bengaluru,1/16/2017,76.37,Karnataka
Bengaluru,2/23/2017,76.1,Karnataka
Bengaluru,4/1/2017,70.91,Karnataka
Bengaluru,4/16/2017,72.81,Karnataka
Bengaluru,5/1/2017,72.83,Karnataka
Bengaluru,5/16/2017,69.88,Karnataka
Bengaluru,6/1/2017,71.59,Karnataka
Bengaluru,6/16/2017,69.98,Karnataka
Bengaluru,6/19/2017,69.09,Karnataka
Bengaluru,6/21/2017,68.99,Karnataka
Bengaluru,6/22/2017,68.82,Karnataka
Bengaluru,6/23/2017,68.59,Karnataka
Bengaluru,6/26/2017,67.91,Karnataka
Bengaluru,6/27/2017,67.77,Karnataka
Bengaluru,6/28/2017,67.82,Karnataka
Bengaluru,6/29/2017,67.77,Karnataka
Bengaluru,6/30/2017,67.66,Karnataka
Bengaluru,7/3/2017,64.33,Karnataka
Bengaluru,7/4/2017,64.23,Karnataka
Bengaluru,7/5/2017,64.28,Karnataka
Bengaluru,7/6/2017,64.35,Karnataka
Bengaluru,7/7/2017,64.49,Karnataka
Bengaluru,7/10/2017,65.04,Karnataka
Bengaluru,7/11/2017,65.1,Karnataka
Bengaluru,7/12/2017,65.14,Karnataka
Bengaluru,7/13/2017,65.07,Karnataka
Bengaluru,7/14/2017,65.06,Karnataka
Bengaluru,7/17/2017,65.4,Karnataka
Bengaluru,7/18/2017,65.38,Karnataka
Bengaluru,7/19/2017,65.46,Karnataka
Bengaluru,7/20/2017,65.5,Karnataka
Bengaluru,7/21/2017,65.45,Karnataka
Bengaluru,7/24/2017,65.79,Karnataka
Bengaluru,7/25/2017,65.83,Karnataka
Bengaluru,7/26/2017,65.75,Karnataka
Bengaluru,7/27/2017,65.77,Karnataka
Bengaluru,7/28/2017,65.87,Karnataka
Bengaluru,7/31/2017,66.45,Karnataka
Bengaluru,8/1/2017,66.47,Karnataka
Bengaluru,8/2/2017,66.46,Karnataka
Bengaluru,8/4/2017,67,Karnataka
Bengaluru,8/7/2017,67.75,Karnataka
Bengaluru,8/8/2017,67.77,Karnataka
Bengaluru,8/9/2017,67.83,Karnataka
Bengaluru,8/10/2017,67.99,Karnataka
Bengaluru,8/11/2017,68.3,Karnataka
Bengaluru,8/14/2017,69.07,Karnataka
Bengaluru,8/16/2017,69.19,Karnataka
Bengaluru,8/17/2017,69.29,Karnataka
Bengaluru,8/18/2017,69.35,Karnataka
Bengaluru,8/21/2017,69.67,Karnataka
Bengaluru,8/22/2017,69.73,Karnataka
Bengaluru,8/23/2017,69.87,Karnataka
Bengaluru,8/24/2017,69.94,Karnataka
Bengaluru,8/28/2017,70.24,Karnataka
Bengaluru,8/29/2017,70.19,Karnataka
Bengaluru,8/30/2017,70.27,Karnataka
Bengaluru,8/31/2017,70.3,Karnataka
Bengaluru,9/1/2017,70.34,Karnataka
Bengaluru,9/4/2017,70.72,Karnataka
Bengaluru,9/5/2017,70.79,Karnataka
Bengaluru,9/7/2017,70.89,Karnataka
Bengaluru,9/8/2017,70.98,Karnataka
Bengaluru,9/11/2017,71.38,Karnataka
Bengaluru,9/12/2017,71.47,Karnataka
Bengaluru,9/13/2017,71.45,Karnataka
Bengaluru,9/14/2017,71.49,Karnataka
Bengaluru,9/15/2017,71.53,Karnataka
Bengaluru,9/19/2017,71.6,Karnataka
Bengaluru,9/20/2017,71.63,Karnataka
Bengaluru,9/21/2017,71.6,Karnataka
Bengaluru,9/22/2017,71.57,Karnataka
Bengaluru,9/25/2017,71.49,Karnataka
Bengaluru,9/26/2017,71.51,Karnataka
Bengaluru,9/27/2017,71.49,Karnataka
Bengaluru,9/28/2017,71.56,Karnataka
Bengaluru,9/29/2017,71.67,Karnataka
Bengaluru,10/3/2017,71.95,Karnataka
Bengaluru,10/4/2017,69.44,Karnataka
Bengaluru,10/6/2017,69.42,Karnataka
Bengaluru,10/9/2017,69.48,Karnataka
Bengaluru,10/10/2017,69.51,Karnataka
Bengaluru,10/11/2017,69.54,Karnataka
Bengaluru,10/12/2017,69.48,Karnataka
Bengaluru,10/13/2017,69.49,Karnataka
Bengaluru,10/16/2017,69.31,Karnataka
Bengaluru,10/17/2017,69.28,Karnataka
Bengaluru,10/18/2017,69.32,Karnataka
Bengaluru,10/24/2017,69.63,Karnataka
Bengaluru,10/25/2017,69.69,Karnataka
Bengaluru,10/26/2017,69.72,Karnataka
Bengaluru,10/30/2017,70.11,Karnataka
Bengaluru,10/31/2017,70.21,Karnataka
Bengaluru,11/2/2017,70.32,Karnataka
Bengaluru,11/3/2017,70.41,Karnataka
Bengaluru,11/6/2017,70.85,Karnataka
Bengaluru,11/7/2017,70.88,Karnataka
Bengaluru,11/9/2017,70.93,Karnataka
Bengaluru,11/10/2017,71.02,Karnataka
Bengaluru,11/13/2017,70.94,Karnataka
Bengaluru,11/14/2017,70.81,Karnataka
Bengaluru,11/15/2017,70.76,Karnataka
Bengaluru,11/16/2017,70.73,Karnataka
Bengaluru,11/17/2017,70.69,Karnataka
Bengaluru,11/20/2017,70.67,Karnataka
Bengaluru,11/21/2017,70.61,Karnataka
Bengaluru,11/22/2017,70.56,Karnataka
Bengaluru,11/23/2017,70.51,Karnataka
Bengaluru,11/24/2017,70.48,Karnataka
Bengaluru,11/27/2017,70.43,Karnataka
Bengaluru,11/28/2017,70.33,Karnataka
Bengaluru,11/29/2017,70.41,Karnataka
Bengaluru,11/30/2017,70.31,Karnataka
Bengaluru,12/1/2017,70.29,Karnataka
Bengaluru,12/5/2017,70.4,Karnataka
Bengaluru,12/6/2017,70.31,Karnataka
Bengaluru,12/7/2017,70.3,Karnataka
Bengaluru,12/8/2017,70.26,Karnataka
Bengaluru,12/11/2017,70.27,Karnataka
Bengaluru,12/12/2017,70.16,Karnataka
Bengaluru,12/13/2017,70.14,Karnataka
Bengaluru,12/15/2017,70.17,Karnataka
Bengaluru,12/18/2017,70.34,Karnataka
Bengaluru,12/19/2017,70.42,Karnataka
Bengaluru,12/20/2017,70.5,Karnataka
Bengaluru,12/22/2017,70.58,Karnataka
Bengaluru,12/26/2017,70.79,Karnataka
Bengaluru,12/27/2017,70.8,Karnataka
Bengaluru,12/28/2017,70.89,Karnataka
Bengaluru,12/29/2017,70.99,Karnataka
Bengaluru,1/1/2018,71.14,Karnataka
Bengaluru,1/2/2018,71.06,Karnataka
Bengaluru,1/3/2018,71.14,Karnataka
Bengaluru,1/5/2018,71.16,Karnataka
Bengaluru,1/8/2018,71.6,Karnataka
Bengaluru,1/9/2018,71.65,Karnataka
Bengaluru,1/10/2018,71.72,Karnataka
Bengaluru,1/11/2018,71.76,Karnataka
Bengaluru,1/12/2018,71.82,Karnataka
Bengaluru,1/15/2018,72.27,Karnataka
Bengaluru,1/16/2018,72.36,Karnataka
Bengaluru,1/17/2018,72.49,Karnataka
